C,4,9
C,5,9
C,5,17
C,7,7
C,10,13
C,5,6
C,11,14
C,4,1
C,8,13
C,4,14
C,6,11
C,17,13
C,10,10
C,10,1
C,10,15
C,10,12
C,16,5
C,1,4
C,12,2
C,12,17
C,2,4
C,2,1
C,18,19
C,9,14
C,5,5
C,7,8
C,16,7
C,4,10
C,1,11
C,10,10
C,5,14
C,5,1
C,18,3
C,14,10
C,9,7
C,4,11
C,12,19
C,3,6
C,4,14
C,15,17
C,2,10
